states,districts,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta_population,delta21_14_confirmed,delta21_14_deceased,delta21_14_recovered,delta21_14_tested,delta21_14_vaccinated1,delta21_14_vaccinated2,delta21_14_population,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,delta7_population,meta_confirmed,meta_deceased,meta_recovered,meta_tested,meta_vaccinated1,meta_vaccinated2,meta_population,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2,total_population
CT,Dakshin Bastar Dantewada,1,0,0,0,143,1299,1,4,0,0,0,0,0,4,6,0,2,0,2225,5410,6,0,0,0,6/14/2020,0,0,533638,10840,25,10809,1168,158243,80855,11
CT,Dhamtari,0,0,2,0,1,18,0,2,0,0,0,0,0,2,2,0,2,0,6188,7319,2,0,0,0,6/14/2020,0,0,799199,27239,545,26690,1501,509782,224591,4
CT,Durg,4,0,6,0,468,908,4,19,0,0,0,0,0,19,26,1,18,0,17012,22719,26,0,0,0,6/14/2020,0,0,3343079,96880,1798,95028,5020,1012391,525445,49
CT,Gariaband,0,0,0,0,440,153,0,0,0,0,0,0,0,0,1,0,0,0,9982,5872,1,0,0,0,6/14/2020,0,0,597653,19701,194,19506,2096,293987,99137,1
CT,Gaurela Pendra Marwahi,1,0,0,0,257,297,1,0,0,0,0,0,0,0,1,0,0,0,4045,4587,1,0,0,0,6/14/2020,0,0,0,12011,146,11864,273,189474,79788,2
CT,Janjgir Champa,2,0,4,0,1722,1341,2,9,0,0,0,0,0,9,19,1,8,0,45568,30991,19,0,0,0,6/14/2020,0,0,1620632,57636,838,56766,4016,896087,317605,30
CT,Jashpur,0,0,3,0,187,383,0,6,0,0,0,0,0,6,10,0,6,0,10933,13098,10,0,0,0,6/14/2020,0,0,852043,27093,212,26867,2542,435884,182747,16
CT,Kabeerdham,0,0,0,0,1128,1288,0,0,0,0,0,0,0,0,1,0,0,0,17511,17876,1,0,0,0,6/14/2020,0,0,584667,22771,267,22503,2829,402362,173494,1
CT,Kondagaon,0,0,0,0,243,184,0,2,0,0,0,0,0,2,4,0,1,0,8359,7999,4,0,0,0,6/14/2020,0,0,578326,13139,99,13036,1607,317695,100468,6
CT,Korba,5,0,2,0,1086,1126,5,13,0,0,0,0,0,13,23,0,11,0,24033,24911,23,0,0,0,6/14/2020,0,0,1206563,54847,580,54228,10034,650457,287588,41
CT,Koriya,0,1,0,0,2370,346,0,1,0,0,0,0,0,1,6,1,0,0,15621,5751,6,0,0,0,6/14/2020,0,0,659039,26980,177,26798,2689,375503,128177,7
CT,Mahasamund,0,0,0,0,159,6309,0,2,0,0,0,0,0,2,0,0,1,0,4416,72466,0,0,0,0,6/14/2020,0,0,1032275,31365,365,31000,2183,738333,428365,2
CT,Mungeli,0,0,0,0,1330,981,0,2,0,0,0,0,0,2,1,0,2,0,15254,12880,1,0,0,0,6/14/2020,0,0,701707,23921,167,23753,2922,282508,109857,3
CT,Narayanpur,0,0,0,0,1075,903,0,1,0,0,0,0,0,1,0,0,1,0,3057,1858,0,0,0,0,6/14/2020,0,0,140206,4019,14,4005,804,53032,19468,1
CT,Raigarh,2,0,4,0,752,6265,2,10,0,0,0,0,0,10,8,0,8,0,5114,122838,8,0,0,0,6/14/2020,0,0,1493627,62590,978,61597,5084,1074306,967326,20
CT,Raipur,9,0,3,0,789,3193,9,15,0,0,0,0,0,15,33,0,15,0,10441,40794,33,0,0,0,6/14/2020,0,0,4062160,158035,3139,154852,12704,1557999,915437,57
CT,Sukma,0,0,1,0,140,77,0,3,0,0,0,0,0,3,1,0,4,0,3208,5401,1,0,0,0,6/14/2020,0,0,249000,8066,20,8041,1723,134654,81437,4
CT,Surajpur,0,0,0,0,442,322,0,1,0,0,0,0,0,1,0,0,0,0,13506,13873,0,0,0,0,6/14/2020,0,0,660280,29029,224,28805,1830,419247,163526,1
CT,Uttar Bastar Kanker,0,0,0,0,995,645,0,4,0,0,0,0,0,4,3,0,1,0,17930,14621,3,0,0,0,6/14/2020,0,0,748593,23636,224,23407,2051,405744,171484,7
CT,Balrampur,0,0,0,0,1654,725,0,0,0,0,0,0,0,0,0,0,0,0,21912,17709,0,0,0,0,9/20/2020,0,0,598855,20302,118,20182,21481,305554,112777,0
CT,Rajnandgaon,0,0,0,0,596,650,0,2,0,0,0,0,0,2,5,0,3,0,15753,25270,5,0,0,0,9/11/2020,0,0,1537520,56077,515,55557,124947,1028876,530711,7
CT,Surguja,0,0,0,0,1831,1834,0,2,0,0,0,0,0,2,2,0,0,0,29827,33226,2,0,0,0,11/18/2020,0,0,420661,33673,245,33426,103578,468885,277031,4
DL,Delhi,45,0,46,56751,12482,11839,45,195,0,0,0,0,0,195,267,0,239,395086,160323,269146,267,0,0,0,10/31/2021,0,0,19814000,1439870,25091,1414431,29427753,13055636,7425404,507
DN,Dadra and Nagar Haveli,0,0,0,0,3,18,0,2,0,0,0,0,0,2,0,0,0,0,870,6759,0,0,0,0,10/20/2020,0,0,343709,5920,3,5910,44813,387772,183553,2
DN,Daman,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,1880,6793,0,0,0,0,10/20/2020,0,0,191173,3543,1,3516,19338,234202,155547,2
DN,Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,690,0,0,0,0,10/20/2020,0,0,52074,1218,0,1218,8259,38779,31153,0
GA,North Goa,0,0,0,0,1070,5967,0,0,0,0,0,0,0,0,0,0,0,0,4007,23958,0,0,0,0,10/20/2020,0,0,817761,0,0,0,0,600586,424066,0
GA,South Goa,0,0,0,0,1492,6405,0,0,0,0,0,0,0,0,0,0,0,0,4401,22504,0,0,0,0,10/20/2020,0,0,639962,0,0,0,0,661972,487016,0
GA,Unknown,23,0,53,0,0,0,23,409,0,0,0,0,0,409,222,6,409,0,0,0,222,0,0,0,10/20/2020,0,0,0,178108,3364,174392,0,0,0,654
GJ,Ahmedabad,4,0,2,0,1765,11394,4,29,0,0,0,0,0,29,22,0,14,0,47316,169891,22,0,0,0,2/2/2021,0,0,7208200,238334,3411,234889,2556492,5961594,3439921,55
GJ,Amreli,0,0,0,0,399,3792,0,0,0,0,0,0,0,0,0,0,0,0,5473,39398,0,0,0,0,2/2/2021,0,0,1513614,10810,102,10708,212265,927389,551970,0
GJ,Anand,0,0,0,0,4876,2866,0,0,0,0,0,0,0,0,6,0,1,0,33012,46764,6,0,0,0,2/2/2021,0,0,2090276,9637,49,9581,171851,1471865,935893,6
GJ,Aravalli,0,0,0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,1439,32201,0,0,0,0,2/2/2021,0,0,1051746,5186,78,5108,122182,717964,522361,0
GJ,Banaskantha,0,0,0,0,390,3521,0,0,0,0,0,0,0,0,0,0,0,0,16080,82985,0,0,0,0,2/2/2021,0,0,3116045,13631,162,13469,218527,2140492,1157901,0
GJ,Bharuch,0,0,0,0,1539,2936,0,0,0,0,0,0,0,0,0,0,0,0,21270,45926,0,0,0,0,2/2/2021,0,0,1550822,11426,118,11308,156057,1217587,669742,0
GJ,Bhavnagar,1,0,0,0,359,1470,1,3,0,0,0,0,0,3,1,0,0,0,19467,81374,1,0,0,0,2/2/2021,0,0,2877961,21447,301,21143,392834,1680398,986097,5
GJ,Botad,0,0,0,0,13,235,0,0,0,0,0,0,0,0,0,0,0,0,929,14235,0,0,0,0,2/2/2021,0,0,656005,2218,42,2176,98559,378232,228691,0
GJ,Chhota Udaipur,0,0,0,0,4,818,0,0,0,0,0,0,0,0,0,0,0,0,699,19920,0,0,0,0,2/2/2021,0,0,1071831,3395,38,3357,93838,635695,420157,0
GJ,Dahod,0,0,0,0,8,1930,0,0,0,0,0,0,0,0,0,0,0,0,626,53547,0,0,0,0,2/2/2021,0,0,2126558,9955,38,9917,218259,1499052,631818,0
GJ,Dang,0,0,0,0,2,1,0,2,0,0,0,0,0,2,0,0,0,0,4140,3726,0,0,0,0,2/2/2021,0,0,226769,866,18,848,31921,156334,59262,2
GJ,Devbhumi Dwarka,0,0,0,0,315,373,0,0,0,0,0,0,0,0,0,0,0,0,4666,24924,0,0,0,0,2/2/2021,0,0,752484,4175,82,4093,80424,504501,309771,0
GJ,Gandhinagar,0,0,0,0,69,367,0,1,0,0,0,0,0,1,0,0,0,0,5475,36333,0,0,0,0,2/2/2021,0,0,1387478,20754,205,20549,292598,1175562,706208,1
GJ,Gir Somnath,0,0,0,0,912,15,0,3,0,0,0,0,0,3,2,0,2,0,8524,15341,2,0,0,0,2/2/2021,0,0,1217477,8570,67,8499,121948,845224,363467,5
GJ,Jamnagar,0,0,1,0,367,1366,0,1,0,0,0,0,0,1,5,0,3,0,9406,37158,5,0,0,0,2/2/2021,0,0,2159130,34978,478,34494,307911,1111813,653950,6
GJ,Junagadh,2,0,0,0,62,1232,2,13,0,0,0,0,0,13,6,0,2,0,2660,71531,6,0,0,0,2/2/2021,0,0,2742291,20505,272,20226,199699,1316479,733025,21
GJ,Kheda,0,0,0,0,124,2105,0,3,0,0,0,0,0,3,0,0,1,0,11668,73838,0,0,0,0,2/2/2021,0,0,2298934,10439,48,10391,218140,1454344,893742,3
GJ,Kutch,0,0,0,0,15,351,0,4,0,0,0,0,0,4,5,0,1,0,8920,49662,5,0,0,0,2/2/2021,0,0,2090313,12631,145,12474,267060,1412923,680232,9
GJ,Mahisagar,0,0,0,0,1,929,0,0,0,0,0,0,0,0,0,0,0,0,62,16517,0,0,0,0,2/2/2021,0,0,994624,8194,72,8122,122796,815594,459520,0
GJ,Mehsana,0,0,0,0,71,723,0,0,0,0,0,0,0,0,0,0,1,0,7523,48550,0,0,0,0,2/2/2021,0,0,2027727,24419,177,24242,229904,1405786,869969,0
GJ,Morbi,0,0,0,0,31,118,0,0,0,0,0,0,0,0,0,0,0,0,9950,20297,0,0,0,0,2/2/2021,0,0,960329,6502,87,6415,157321,674000,308840,0
GJ,Narmada,0,0,0,0,2,12,0,2,0,0,0,0,0,2,0,0,2,0,546,13890,0,0,0,0,2/2/2021,0,0,590379,5955,15,5940,76134,413260,279684,2
GJ,Navsari,0,0,1,0,62,2009,0,11,0,0,0,0,0,11,5,0,13,0,1852,29095,5,0,0,0,2/2/2021,0,0,1330711,7215,24,7181,129099,948673,647484,16
GJ,Panchmahal,0,0,0,0,80,1246,0,0,0,0,0,0,0,0,0,0,0,0,7294,44832,0,0,0,0,2/2/2021,0,0,2388267,11770,70,11700,160981,1105110,626003,0
GJ,Patan,0,0,0,0,20,259,0,0,0,0,0,0,0,0,0,0,0,0,3369,37745,0,0,0,0,2/2/2021,0,0,1342746,11624,129,11495,169059,850462,533438,0
GJ,Porbandar,0,0,0,0,48,1062,0,0,0,0,0,0,0,0,0,0,0,0,1140,13063,0,0,0,0,2/2/2021,0,0,586062,3486,19,3467,97912,419364,256377,0
GJ,Rajkot,0,0,7,0,43,153,0,2,0,0,0,0,0,2,7,0,7,0,17510,53546,7,0,0,0,2/2/2021,0,0,3157676,57976,725,57243,731251,2227111,1255012,9
GJ,Sabarkantha,0,0,0,0,66,1181,0,0,0,0,0,0,0,0,1,0,0,0,4232,45789,1,0,0,0,2/2/2021,0,0,2427346,9317,157,9159,182090,1000517,596705,1
GJ,Surat,4,0,4,0,2525,7090,4,38,0,0,0,0,0,38,38,1,30,0,35083,115694,38,0,0,0,2/2/2021,0,0,4996391,143874,1956,141885,1938229,4781894,2529712,80
GJ,Surendranagar,0,0,0,0,51,647,0,0,0,0,0,0,0,0,0,0,0,0,18641,79795,0,0,0,0,2/2/2021,0,0,1755873,8121,136,7985,201153,1113845,715931,0
GJ,Tapi,0,0,0,0,14,111,0,1,0,0,0,0,0,1,0,0,0,0,3010,23409,0,0,0,0,2/2/2021,0,0,806489,4441,24,4417,92524,527345,303297,1
GJ,Vadodara,6,0,2,0,437,12194,6,16,0,0,0,0,0,16,36,0,14,0,16527,182027,36,0,0,0,2/2/2021,0,0,3639775,78159,788,77335,695670,2612578,1940514,58
GJ,Valsad,3,0,6,0,84,46,3,28,0,0,0,0,0,28,25,1,25,0,6616,36430,25,0,0,0,2/2/2021,0,0,1703068,6405,53,6308,155380,1232139,704675,56
HP,Kullu,0,0,3,0,0,0,0,17,0,0,0,0,0,17,19,0,18,0,889,9323,19,0,0,0,9/29/2020,0,0,437474,9692,158,9496,12012,351261,203549,36
HP,Lahaul and Spiti,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,412,0,0,0,0,10/31/2020,0,0,31528,2953,18,2935,540,31920,20986,1
HP,Bilaspur,11,0,12,0,6,329,11,78,0,0,0,0,0,78,133,0,77,0,695,15071,133,0,0,0,12/19/2020,0,0,382056,14374,85,14120,39738,323204,234916,222
HP,Chamba,0,0,2,0,146,1749,0,8,0,0,0,0,0,8,27,0,13,0,1439,18796,27,0,0,0,12/19/2020,0,0,518844,13687,160,13492,53505,364258,198146,35
HP,Hamirpur,11,0,50,0,0,32,11,177,0,0,0,0,0,177,288,4,228,0,713,26076,288,0,0,0,12/19/2020,0,0,454293,17379,287,16741,46407,377332,269143,476
HP,Kangra,40,1,108,0,2,23,40,310,0,0,0,0,0,310,657,10,454,0,2399,39940,657,0,0,0,12/19/2020,0,0,1507223,50818,1125,48872,94910,1182563,725754,1007
HP,Kinnaur,0,0,1,0,0,0,0,4,0,0,0,0,0,4,2,0,6,0,95,517,2,0,0,0,12/19/2020,0,0,84298,3507,38,3465,6730,79673,63209,6
HP,Mandi,4,0,5,0,99,2275,4,165,0,0,0,0,0,165,140,3,141,0,1156,26214,140,0,0,0,12/19/2020,0,0,999518,31606,448,30983,41895,775242,479355,309
HP,Shimla,4,0,9,0,20,1688,4,72,0,0,0,0,0,72,100,3,66,0,2224,37351,100,0,0,0,12/19/2020,0,0,813384,27549,641,26786,32922,678341,412640,176
HP,Sirmaur,0,0,0,0,52,1185,0,0,0,0,0,0,0,0,1,0,0,0,1388,22247,1,0,0,0,12/19/2020,0,0,530164,15456,211,15244,42564,423793,209631,1
HP,Solan,4,0,2,0,33,493,4,25,0,0,0,0,0,25,25,0,27,0,1393,21242,25,0,0,0,12/19/2020,0,0,576670,22817,314,22472,57200,691163,339630,54
HP,Una,11,0,6,0,24,396,11,101,0,0,0,0,0,101,145,0,124,0,824,16782,145,0,0,0,12/19/2020,0,0,521057,14268,253,13804,52905,434945,286819,257
HR,Jind,0,0,0,0,490,567,0,0,0,0,0,0,0,0,1,0,0,0,13366,21662,1,0,0,0,7/13/2020,0,0,1332042,21209,533,20675,11157,704573,250859,1
HR,Kaithal,0,0,0,0,69,149,0,2,0,0,0,0,0,2,0,0,2,0,4183,11836,0,0,0,0,7/13/2020,0,0,1072861,11244,346,10898,11687,615168,217439,2
HR,Rohtak,0,0,0,0,311,953,0,4,0,0,0,0,0,4,0,0,1,0,11409,17219,0,0,0,0,7/13/2020,0,0,1058683,25903,534,25350,25894,674649,305282,4
HR,Fatehabad,0,0,0,0,30,37,0,1,0,0,0,0,0,1,0,0,0,0,1800,7458,0,0,0,0,8/29/2020,0,0,941522,17875,481,17394,27456,574546,201763,1
HR,Panipat,1,0,0,0,375,1054,1,0,0,0,0,0,0,0,1,0,0,0,7950,12888,1,0,0,0,6/10/2020,0,0,1202811,31150,638,30510,58863,830805,273172,2
HR,Charkhi Dadri,0,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,2,0,941,11884,0,0,0,0,10/28/2020,0,0,502276,5078,139,4939,58525,364599,262184,0
HR,Nuh,0,0,0,0,2433,583,0,0,0,0,0,0,0,0,0,0,0,0,10812,3789,0,0,0,0,1/11/2020,0,0,1089406,5014,123,4890,93389,354422,78081,0
HR,Jhajjar,0,0,0,0,569,996,0,0,0,0,0,0,0,0,1,0,0,0,8229,19599,1,0,0,0,11/30/2020,0,0,956907,18849,328,18514,186853,684511,293496,1
HR,Panchkula,1,0,2,0,127,1033,1,7,0,0,0,0,0,7,10,0,12,0,1786,10743,10,0,0,0,5/12/2020,0,0,558890,30770,378,30379,118725,456675,279951,18
HR,Sirsa,0,0,0,0,47,92,0,3,0,0,0,0,0,3,3,0,2,0,4263,8228,3,0,0,0,6/12/2020,0,0,1295114,29282,508,28771,150193,786205,278920,6
HR,Sonipat,0,0,0,0,785,2190,0,1,0,0,0,0,0,1,0,0,1,0,9421,21065,0,0,0,0,6/12/2020,0,0,1480080,47138,254,46884,238963,989125,411915,1
HR,Kurukshetra,0,0,0,0,55,199,0,1,0,0,0,0,0,1,1,0,1,0,4064,9522,1,0,0,0,1/29/2021,0,0,964231,22147,357,21789,198881,610380,248125,2
HR,Ambala,0,0,0,0,100,587,0,2,0,0,0,0,0,2,2,0,1,0,3021,25458,2,0,0,0,1/30/2021,0,0,1136784,30150,509,29639,206003,873020,571772,4
HR,Bhiwani,0,0,0,0,578,2454,0,0,0,0,0,0,0,0,0,0,0,0,6166,25664,0,0,0,0,1/30/2021,0,0,1629109,22409,652,21757,176225,741251,317765,0
HR,Faridabad,1,0,0,0,818,1577,1,8,0,0,0,0,0,8,18,0,7,0,17515,30156,18,0,0,0,1/30/2021,0,0,1798954,99902,716,99157,504970,1658940,840997,27
HR,Gurugram,7,0,8,0,264,1637,7,47,0,0,0,0,0,47,55,0,48,0,20221,48107,55,0,0,0,1/30/2021,0,0,1514085,181428,922,180454,742619,2193114,1377160,109
HR,Hisar,0,0,0,0,58,111,0,0,0,0,0,0,0,0,2,0,0,0,5821,12364,2,0,0,0,1/30/2021,0,0,1742815,53995,1136,52857,322039,994213,332162,2
HR,Karnal,1,0,0,0,617,217,1,2,0,0,0,0,0,2,1,0,0,0,8109,23328,1,0,0,0,1/30/2021,0,0,1506323,40037,552,39484,185147,1000120,451876,4
HR,Mahendragarh,0,0,0,0,205,529,0,0,0,0,0,0,0,0,0,0,0,0,4857,10632,0,0,0,0,1/30/2021,0,0,921680,21689,155,21534,143253,576527,264911,0
HR,Palwal,0,0,0,0,358,259,0,1,0,0,0,0,0,1,0,0,0,0,7558,9496,0,0,0,0,1/30/2021,0,0,1040493,11025,153,10872,139809,608874,221786,1
HR,Rewari,0,0,0,0,83,353,0,2,0,0,0,0,0,2,0,0,4,0,2550,9877,0,0,0,0,1/30/2021,0,0,896129,20327,221,20106,151363,648724,294989,2
HR,Yamunanagar,0,0,0,0,102,185,0,2,0,0,0,0,0,2,0,0,6,0,6471,16554,0,0,0,0,1/30/2021,0,0,1214162,24631,414,24215,196131,831598,340196,2
JH,Jamtara,0,0,0,0,973,1373,0,1,0,0,0,0,0,1,4,1,3,0,9614,12331,4,0,0,0,7/21/2020,0,0,790207,5599,61,5534,2880,381155,137216,5
JH,Bokaro,0,0,0,0,3236,4363,0,5,0,0,0,0,0,5,15,0,13,0,27554,34375,15,0,0,0,7/21/2020,0,0,2061918,19461,286,19170,11798,994497,333330,20
JH,Deoghar,0,0,0,0,985,2299,0,0,0,0,0,0,0,0,2,0,1,0,9801,19008,2,0,0,0,7/21/2020,0,0,1491879,10835,113,10721,6951,569167,230458,2
JH,Dumka,0,0,1,0,1460,2659,0,0,0,0,0,0,0,0,2,0,2,0,12679,22872,2,0,0,0,7/21/2020,0,0,1321096,4636,47,4589,5400,638722,229944,2
JH,Giridih,0,0,0,0,2411,3577,0,0,0,0,0,0,0,0,0,0,0,0,16994,29823,0,0,0,0,7/21/2020,0,0,2445203,8964,130,8834,11132,994417,301193,0
JH,Godda,0,0,0,0,906,1883,0,0,0,0,0,0,0,0,1,0,1,0,7385,16537,1,0,0,0,7/21/2020,0,0,1311382,5840,87,5753,10980,527710,198198,1
JH,Pakur,0,0,0,0,3009,2636,0,1,0,0,0,0,0,1,0,0,0,0,9945,9107,0,0,0,0,7/21/2020,0,0,899200,2552,12,2539,6429,378048,108941,1
JH,Sahibganj,0,0,0,0,1336,947,0,0,0,0,0,0,0,0,0,0,0,0,10449,13687,0,0,0,0,7/21/2020,0,0,1150038,4834,42,4792,5029,430948,132560,0
JH,Lohardaga,0,0,0,0,188,166,0,0,0,0,0,0,0,0,0,0,2,0,3444,3563,0,0,0,0,7/21/2020,0,0,461738,6709,88,6621,7526,173109,63130,0
JH,Khunti,0,0,0,0,354,367,0,2,0,0,0,0,0,2,0,0,0,0,3335,3834,0,0,0,0,7/21/2020,0,0,530299,7820,96,7724,3852,227503,107053,2
JH,Saraikela-Kharsawan,0,0,0,0,682,490,0,0,0,0,0,0,0,0,0,0,0,0,11215,12399,0,0,0,0,7/21/2020,0,0,1063458,7207,67,7137,161796,505417,167980,0
JH,Chatra,0,0,0,0,909,1813,0,0,0,0,0,0,0,0,0,0,0,0,5946,11402,0,0,0,0,7/21/2020,0,0,1042304,6033,53,5977,0,454807,126700,0
JH,Dhanbad,0,0,1,0,2811,3597,0,1,0,0,0,0,0,1,24,0,13,0,33374,34095,24,0,0,0,7/21/2020,0,0,2682662,16589,382,16196,0,1185934,446946,25
JH,East Singhbhum,0,0,3,0,1925,4669,0,11,0,0,0,0,0,11,47,2,42,0,11994,29238,47,0,0,0,7/21/2020,0,0,2291032,51974,1046,50907,0,1424376,661091,58
JH,Garhwa,0,0,1,0,4770,3027,0,1,0,0,0,0,0,1,6,0,7,0,17210,15386,6,0,0,0,7/21/2020,0,0,1322387,6895,94,6801,0,456056,148421,7
JH,Gumla,0,0,0,0,465,744,0,0,0,0,0,0,0,0,5,0,0,0,4900,8696,5,0,0,0,7/21/2020,0,0,1025656,9900,38,9857,0,387738,156364,5
JH,Hazaribagh,0,0,0,0,678,1243,0,0,0,0,0,0,0,0,3,0,3,0,11940,21857,3,0,0,0,7/21/2020,0,0,1734005,19593,186,19404,0,865943,317137,3
JH,Koderma,0,0,0,0,45,235,0,0,0,0,0,0,0,0,0,0,0,0,3393,11488,0,0,0,0,7/21/2020,0,0,717169,12872,136,12736,0,363078,140609,0
JH,Latehar,0,0,0,0,1158,773,0,0,0,0,0,0,0,0,0,0,0,0,9565,7719,0,0,0,0,7/21/2020,0,0,725673,7871,57,7814,0,294989,84919,0
JH,Palamu,0,0,0,0,5270,6713,0,0,0,0,0,0,0,0,0,0,0,0,21657,37375,0,0,0,0,7/21/2020,0,0,1936319,12294,110,12184,0,788026,311074,0
JH,Ramgarh,0,0,0,0,645,944,0,1,0,0,0,0,0,1,7,0,0,0,5306,10927,7,0,0,0,7/21/2020,0,0,949159,13923,197,13714,0,522017,185442,8
JH,Ranchi,10,0,2,0,4743,4594,10,52,0,0,0,0,0,52,182,0,228,0,35099,38856,182,0,0,0,7/21/2020,0,0,2912022,86116,1585,84495,0,1512114,656001,244
JH,Simdega,0,0,0,0,67,189,0,0,0,0,0,0,0,0,0,0,0,0,1694,4126,0,0,0,0,7/21/2020,0,0,599813,7193,92,7101,0,277357,112059,0
JH,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-166,0,-70,0,0,0,-166,0,0,0,7/21/2020,0,0,0,0,0,0,0,0,0,-166
JH,West Singhbhum,0,0,0,0,895,962,0,3,0,0,0,0,0,3,5,0,5,0,12587,16980,5,0,0,0,7/21/2020,0,0,1501619,13054,133,12918,0,630437,225607,8
JK,Pulwama,4,0,0,0,24,1414,4,8,0,0,0,0,0,8,5,0,5,0,1021,16829,5,0,0,0,1/1/2021,0,0,570060,15512,194,15309,139552,430622,244300,17
JK,Anantnag,2,0,2,0,69,4677,2,19,0,0,0,0,0,19,10,0,12,0,1472,30949,10,0,0,0,1/5/2021,0,0,1070144,16603,205,16378,0,759605,402717,31
JK,Bandipora,1,0,0,0,12,639,1,16,0,0,0,0,0,16,13,0,19,0,349,6835,13,0,0,0,1/9/2021,0,0,385099,9814,102,9693,0,303665,154345,30
